ID,Name,Species,Variant,Generation,Rarity,Evolves_from,Type1,Type2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,image_url,VGC2022_rules,Monthly Usage (k),Usage Percent (%),Monthly Rank
155,Cyndaquil,Cyndaquil,NULL,2,Common,NULL,Fire,NULL,309,39,52,43,60,50,65,https://img.pokemondb.net/sprites/sword-shield/icon/cyndaquil.png,Permitted,0,0,0
156,Quilava,Quilava,NULL,2,Common,Cyndaquil,Fire,NULL,405,58,64,58,80,65,80,https://img.pokemondb.net/sprites/sword-shield/icon/quilava.png,Permitted,0,0,0
157,Hisuian Typhlosion,Typhlosion,Hisuian,2,Common,Quilava,Fire,Ghost,534,73,84,78,119,85,95,https://img.pokemondb.net/s.png,Permitted,0,0,0
157,Typhlosion,Typhlosion,NULL,2,Common,Quilava,Fire,NULL,534,78,84,78,109,85,100,https://img.pokemondb.net/sprites/sword-shield/icon/typhlosion.png,Permitted,0,0,0
158,Totodile,Totodile,NULL,2,Common,NULL,Water,NULL,314,50,65,64,44,48,43,https://img.pokemondb.net/sprites/sword-shield/icon/totodile.png,Permitted,0,0,0
159,Croconaw,Croconaw,NULL,2,Common,Totodile,Water,NULL,405,65,80,80,59,63,58,https://img.pokemondb.net/sprites/sword-shield/icon/croconaw.png,Permitted,0,0,0
160,Feraligatr,Feraligatr,NULL,2,Common,Croconaw,Water,NULL,530,85,105,100,79,83,78,https://img.pokemondb.net/sprites/sword-shield/icon/feraligatr.png,Permitted,0,0,0
161,Sentret,Sentret,NULL,2,Common,NULL,Normal,NULL,215,35,46,34,35,45,20,https://img.pokemondb.net/sprites/sword-shield/icon/sentret.png,Permitted,0,0,0
162,Furret,Furret,NULL,2,Common,Sentret,Normal,NULL,415,85,76,64,45,55,90,https://img.pokemondb.net/sprites/sword-shield/icon/furret.png,Permitted,0,0,0
163,Hoothoot,Hoothoot,NULL,2,Common,NULL,Normal,Flying,262,60,30,30,36,56,50,https://img.pokemondb.net/sprites/sword-shield/icon/hoothoot.png,Permitted,0,0,0
165,Ledyba,Ledyba,NULL,2,Common,NULL,Bug,Flying,265,40,20,30,40,80,55,https://img.pokemondb.net/sprites/sword-shield/icon/ledyba.png,Permitted,0,0,0
166,Ledian,Ledian,NULL,2,Common,Ledyba,Bug,Flying,390,55,35,50,55,110,85,https://img.pokemondb.net/sprites/sword-shield/icon/ledian.png,Permitted,0,0,0
167,Spinarak,Spinarak,NULL,2,Common,NULL,Bug,Poison,250,40,60,40,40,40,30,https://img.pokemondb.net/sprites/sword-shield/icon/spinarak.png,Permitted,0,0,0
168,Ariados,Ariados,NULL,2,Common,Spinarak,Bug,Poison,400,70,90,70,60,70,40,https://img.pokemondb.net/sprites/sword-shield/icon/ariados.png,Permitted,0,0,0
170,Chinchou,Chinchou,NULL,2,Common,NULL,Water,Electric,330,75,38,38,56,56,67,https://img.pokemondb.net/sprites/sword-shield/icon/chinchou.png,Permitted,0,0,0
171,Lanturn,Lanturn,NULL,2,Common,Chinchou,Water,Electric,460,125,58,58,76,76,67,https://img.pokemondb.net/sprites/sword-shield/icon/lanturn.png,Permitted,0,0,0
177,Natu,Natu,NULL,2,Common,NULL,Psychic,Flying,320,40,50,45,70,45,70,https://img.pokemondb.net/sprites/sword-shield/icon/natu.png,Permitted,0,0,0
178,Xatu,Xatu,NULL,2,Common,Natu,Psychic,Flying,470,65,75,70,95,70,95,https://img.pokemondb.net/sprites/sword-shield/icon/xatu.png,Permitted,0,0,0
179,Mareep,Mareep,NULL,2,Common,NULL,Electric,NULL,280,55,40,40,65,45,35,https://img.pokemondb.net/sprites/sword-shield/icon/mareep.png,Permitted,0,0,0
180,Flaaffy,Flaaffy,NULL,2,Common,Mareep,Electric,NULL,365,70,55,55,80,60,45,https://img.pokemondb.net/sprites/sword-shield/icon/flaaffy.png,Permitted,0,0,0
181,Ampharos,Ampharos,NULL,2,Common,Flaaffy,Electric,NULL,510,90,75,85,115,90,55,https://img.pokemondb.net/sprites/sword-shield/icon/ampharos.png,Permitted,0,0,0
181,Mega Ampharos,Ampharos,Mega,6,Common,Ampharos,Electric,Dragon,610,90,95,105,165,110,45,https://img.pokemondb.net/sprites/sword-shield/icon/ampharos-mega.png,Banned,0,0,0
182,Bellossom,Bellossom,NULL,2,Common,Gloom,Grass,NULL,490,75,80,95,90,100,50,https://img.pokemondb.net/sprites/sword-shield/icon/bellossom.png,Permitted,0,0,0
183,Marill,Marill,NULL,2,Common,Azurill,Water,Fairy,250,70,20,50,20,50,40,https://img.pokemondb.net/sprites/sword-shield/icon/marill.png,Permitted,0,0,0
185,Sudowoodo,Sudowoodo,NULL,2,Common,Bonsly,Rock,NULL,410,70,100,115,30,65,30,https://img.pokemondb.net/sprites/sword-shield/icon/sudowoodo.png,Permitted,0,0,0
187,Hoppip,Hoppip,NULL,2,Common,NULL,Grass,Flying,250,35,35,40,35,55,50,https://img.pokemondb.net/sprites/sword-shield/icon/hoppip.png,Permitted,0,0,0
188,Skiploom,Skiploom,NULL,2,Common,Hoppip,Grass,Flying,340,55,45,50,45,65,80,https://img.pokemondb.net/sprites/sword-shield/icon/skiploom.png,Permitted,0,0,0
189,Jumpluff,Jumpluff,NULL,2,Common,Skiploom,Grass,Flying,460,75,55,70,55,95,110,https://img.pokemondb.net/sprites/sword-shield/icon/jumpluff.png,Permitted,0,0,0
190,Aipom,Aipom,NULL,2,Common,NULL,Normal,NULL,360,55,70,55,40,55,85,https://img.pokemondb.net/sprites/sword-shield/icon/aipom.png,Permitted,0,0,0
191,Sunkern,Sunkern,NULL,2,Common,NULL,Grass,NULL,180,30,30,30,30,30,30,https://img.pokemondb.net/sprites/sword-shield/icon/sunkern.png,Permitted,0,0,0
192,Sunflora,Sunflora,NULL,2,Common,Sunkern,Grass,NULL,425,75,75,55,105,85,30,https://img.pokemondb.net/sprites/sword-shield/icon/sunflora.png,Permitted,0,0,0
193,Yanma,Yanma,NULL,2,Common,NULL,Bug,Flying,390,65,65,45,75,45,95,https://img.pokemondb.net/sprites/sword-shield/icon/yanma.png,Permitted,0,0,0
194,Wooper,Wooper,NULL,2,Common,NULL,Water,Ground,210,55,45,45,25,25,15,https://img.pokemondb.net/sprites/sword-shield/icon/wooper.png,Permitted,0,0,0
195,Quagsire,Quagsire,NULL,2,Common,Wooper,Water,Ground,430,95,85,85,65,65,35,https://img.pokemondb.net/sprites/sword-shield/icon/quagsire.png,Permitted,0,0,0
198,Murkrow,Murkrow,NULL,2,Common,NULL,Dark,Flying,405,60,85,42,85,42,91,https://img.pokemondb.net/sprites/sword-shield/icon/murkrow.png,Permitted,0,0,0
199,Galarian Slowking,Slowking,Galarian,8,Common,Slowpoke,Poison,Psychic,490,95,65,80,110,110,30,https://img.pokemondb.net/sprites/sword-shield/icon/slowking-galarian.png,Permitted,0,0,0
200,Misdreavus,Misdreavus,NULL,2,Common,NULL,Ghost,NULL,435,60,60,60,85,85,85,https://img.pokemondb.net/sprites/sword-shield/icon/misdreavus.png,Permitted,0,0,0
201,Unown,Unown,NULL,2,Common,NULL,Psychic,NULL,336,48,72,48,72,48,48,https://img.pokemondb.net/sprites/sword-shield/icon/unown.png,Permitted,0,0,0
202,Wobbuffet,Wobbuffet,NULL,2,Common,Wynaut,Psychic,NULL,405,190,33,58,33,58,33,https://img.pokemondb.net/sprites/sword-shield/icon/wobbuffet.png,Permitted,0,0,0
203,Girafarig,Girafarig,NULL,2,Common,NULL,Normal,Psychic,455,70,80,65,90,65,85,https://img.pokemondb.net/sprites/sword-shield/icon/girafarig.png,Permitted,0,0,0
204,Pineco,Pineco,NULL,2,Common,NULL,Bug,NULL,290,50,65,90,35,35,15,https://img.pokemondb.net/sprites/sword-shield/icon/pineco.png,Permitted,0,0,0
205,Forretress,Forretress,NULL,2,Common,Pineco,Bug,Steel,465,75,90,140,60,60,40,https://img.pokemondb.net/sprites/sword-shield/icon/forretress.png,Permitted,0,0,0
207,Gligar,Gligar,NULL,2,Common,NULL,Ground,Flying,430,65,75,105,35,65,85,https://img.pokemondb.net/sprites/sword-shield/icon/gligar.png,Permitted,0,0,0
208,Mega Steelix,Steelix,Mega,6,Common,Steelix,Steel,Ground,610,75,125,230,55,95,30,https://img.pokemondb.net/sprites/sword-shield/icon/steelix-mega.png,Banned,0,0,0
209,Snubbull,Snubbull,NULL,2,Common,NULL,Fairy,NULL,300,60,80,50,40,40,30,https://img.pokemondb.net/sprites/sword-shield/icon/snubbull.png,Permitted,0,0,0
210,Granbull,Granbull,NULL,2,Common,Snubbull,Fairy,NULL,450,90,120,75,60,60,45,https://img.pokemondb.net/sprites/sword-shield/icon/granbull.png,Permitted,0,0,0
211,Hisuian Qwilfish,Qwilfish,Hisuian,2,Common,NULL,Dark,Poison,440,65,95,85,55,55,85,https://img.pokemondb.net/s.png,Permitted,0,0,0
212,Mega Scizor,Scizor,Mega,6,Common,Scizor,Bug,Steel,600,70,150,140,65,100,75,https://img.pokemondb.net/sprites/sword-shield/icon/scizor-mega.png,Banned,0,0,0
214,Mega Heracross,Heracross,Mega,6,Common,Heracross,Bug,Fighting,600,80,185,115,40,105,75,https://img.pokemondb.net/sprites/sword-shield/icon/heracross-mega.png,Banned,0,0,0
215,Hisuian Sneasel,Sneasel,Hisuian,2,Common,NULL,Poison,Fighting,430,55,95,55,35,75,115,https://img.pokemondb.net/s.png,Permitted,0,0,0
216,Teddiursa,Teddiursa,NULL,2,Common,NULL,Normal,NULL,330,60,80,50,50,50,40,https://img.pokemondb.net/sprites/sword-shield/icon/teddiursa.png,Permitted,0,0,0
217,Ursaring,Ursaring,NULL,2,Common,Teddiursa,Normal,NULL,500,90,130,75,75,75,55,https://img.pokemondb.net/sprites/sword-shield/icon/ursaring.png,Permitted,0,0,0
218,Slugma,Slugma,NULL,2,Common,NULL,Fire,NULL,250,40,40,40,70,40,20,https://img.pokemondb.net/sprites/sword-shield/icon/slugma.png,Permitted,0,0,0
219,Magcargo,Magcargo,NULL,2,Common,Slugma,Fire,Rock,430,60,50,120,90,80,30,https://img.pokemondb.net/sprites/sword-shield/icon/magcargo.png,Permitted,0,0,0
220,Swinub,Swinub,NULL,2,Common,NULL,Ice,Ground,250,50,50,40,30,30,50,https://img.pokemondb.net/sprites/sword-shield/icon/swinub.png,Permitted,0,0,0
221,Piloswine,Piloswine,NULL,2,Common,Swinub,Ice,Ground,450,100,100,80,60,60,50,https://img.pokemondb.net/sprites/sword-shield/icon/piloswine.png,Permitted,0,0,0
223,Remoraid,Remoraid,NULL,2,Common,NULL,Water,NULL,300,35,65,35,65,35,65,https://img.pokemondb.net/sprites/sword-shield/icon/remoraid.png,Permitted,0,0,0
224,Octillery,Octillery,NULL,2,Common,Remoraid,Water,NULL,480,75,105,75,105,75,45,https://img.pokemondb.net/sprites/sword-shield/icon/octillery.png,Permitted,0,0,0
225,Delibird,Delibird,NULL,2,Common,NULL,Ice,Flying,330,45,55,45,65,45,75,https://img.pokemondb.net/sprites/sword-shield/icon/delibird.png,Permitted,0,0,0
227,Skarmory,Skarmory,NULL,2,Common,NULL,Steel,Flying,465,65,80,140,40,70,70,https://img.pokemondb.net/sprites/sword-shield/icon/skarmory.png,Permitted,0,0,0
228,Houndour,Houndour,NULL,2,Common,NULL,Dark,Fire,330,45,60,30,80,50,65,https://img.pokemondb.net/sprites/sword-shield/icon/houndour.png,Permitted,0,0,0
229,Houndoom,Houndoom,NULL,2,Common,Houndour,Dark,Fire,500,75,90,50,110,80,95,https://img.pokemondb.net/sprites/sword-shield/icon/houndoom.png,Permitted,0,0,0
229,Mega Houndoom,Houndoom,Mega,6,Common,Houndoom,Dark,Fire,600,75,90,90,140,90,115,https://img.pokemondb.net/sprites/sword-shield/icon/houndoom-mega.png,Banned,0,0,0
231,Phanpy,Phanpy,NULL,2,Common,NULL,Ground,NULL,330,90,60,60,40,40,40,https://img.pokemondb.net/sprites/sword-shield/icon/phanpy.png,Permitted,0,0,0
232,Donphan,Donphan,NULL,2,Common,Phanpy,Ground,NULL,500,90,120,120,60,60,50,https://img.pokemondb.net/sprites/sword-shield/icon/donphan.png,Permitted,0,0,0
234,Stantler,Stantler,NULL,2,Common,NULL,Normal,NULL,465,73,95,62,85,65,85,https://img.pokemondb.net/sprites/sword-shield/icon/stantler.png,Permitted,0,0,0
235,Smeargle,Smeargle,NULL,2,Common,NULL,Normal,NULL,250,55,20,35,20,45,75,https://img.pokemondb.net/sprites/sword-shield/icon/smeargle.png,Permitted,0,0,0
246,Larvitar,Larvitar,NULL,2,Common,NULL,Rock,Ground,300,50,64,50,45,50,41,https://img.pokemondb.net/sprites/sword-shield/icon/larvitar.png,Permitted,0,0,0
247,Pupitar,Pupitar,NULL,2,Common,Larvitar,Rock,Ground,410,70,84,70,65,70,51,https://img.pokemondb.net/sprites/sword-shield/icon/pupitar.png,Permitted,0,0,0
248,Mega Tyranitar,Tyranitar,Mega,6,Common,Tyranitar,Rock,Dark,700,100,164,150,95,120,71,https://img.pokemondb.net/sprites/sword-shield/icon/tyranitar-mega.png,Banned,0,0,0
252,Treecko,Treecko,NULL,3,Common,NULL,Grass,NULL,310,40,45,35,65,55,70,https://img.pokemondb.net/sprites/sword-shield/icon/treecko.png,Permitted,0,0,0
253,Grovyle,Grovyle,NULL,3,Common,Treecko,Grass,NULL,405,50,65,45,85,65,95,https://img.pokemondb.net/sprites/sword-shield/icon/grovyle.png,Permitted,0,0,0
254,Mega Sceptile,Sceptile,Mega,6,Common,Sceptile,Grass,Dragon,630,70,110,75,145,85,145,https://img.pokemondb.net/sprites/sword-shield/icon/sceptile-mega.png,Banned,0,0,0
255,Torchic,Torchic,NULL,3,Common,NULL,Fire,NULL,310,45,60,40,70,50,45,https://img.pokemondb.net/sprites/sword-shield/icon/torchic.png,Permitted,0,0,0
256,Combusken,Combusken,NULL,3,Common,Torchic,Fire,Fighting,405,60,85,60,85,60,55,https://img.pokemondb.net/sprites/sword-shield/icon/combusken.png,Permitted,0,0,0
257,Mega Blaziken,Blaziken,Mega,6,Common,Blaziken,Fire,Fighting,630,80,160,80,130,80,100,https://img.pokemondb.net/sprites/sword-shield/icon/blaziken-mega.png,Banned,0,0,0
258,Mudkip,Mudkip,NULL,3,Common,NULL,Water,NULL,310,50,70,50,50,50,40,https://img.pokemondb.net/sprites/sword-shield/icon/mudkip.png,Permitted,0,0,0
259,Marshtomp,Marshtomp,NULL,3,Common,Mudkip,Water,Ground,405,70,85,70,60,70,50,https://img.pokemondb.net/sprites/sword-shield/icon/marshtomp.png,Permitted,0,0,0
260,Mega Swampert,Swampert,Mega,6,Common,Swampert,Water,Ground,635,100,150,110,95,110,70,https://img.pokemondb.net/sprites/sword-shield/icon/swampert-mega.png,Banned,0,0,0
261,Poochyena,Poochyena,NULL,3,Common,NULL,Dark,NULL,220,35,55,35,30,30,35,https://img.pokemondb.net/sprites/sword-shield/icon/poochyena.png,Permitted,0,0,0
262,Mightyena,Mightyena,NULL,3,Common,Poochyena,Dark,NULL,420,70,90,70,60,60,70,https://img.pokemondb.net/sprites/sword-shield/icon/mightyena.png,Permitted,0,0,0
263,Zigzagoon,Zigzagoon,NULL,3,Common,NULL,Normal,NULL,240,38,30,41,30,41,60,https://img.pokemondb.net/sprites/sword-shield/icon/zigzagoon.png,Permitted,0,0,0
263,Galarian Zigzagoon,Zigzagoon,Galarian,8,Common,NULL,Dark,Normal,240,38,30,41,30,41,60,https://img.pokemondb.net/sprites/sword-shield/icon/zigzagoon-galarian.png,Permitted,0,0,0
264,Linoone,Linoone,NULL,3,Common,Zigzagoon,Normal,NULL,420,78,70,61,50,61,100,https://img.pokemondb.net/sprites/sword-shield/icon/linoone.png,Permitted,0,0,0
264,Galarian Linoone,Linoone,Galarian,8,Common,Zigzagoon,Dark,Normal,420,78,70,61,50,61,100,https://img.pokemondb.net/sprites/sword-shield/icon/linoone-galarian.png,Permitted,0,0,0
265,Wurmple,Wurmple,NULL,3,Common,NULL,Bug,NULL,195,45,45,35,20,30,20,https://img.pokemondb.net/sprites/sword-shield/icon/wurmple.png,Permitted,0,0,0
266,Silcoon,Silcoon,NULL,3,Common,Wurmple,Bug,NULL,205,50,35,55,25,25,15,https://img.pokemondb.net/sprites/sword-shield/icon/silcoon.png,Permitted,0,0,0
267,Beautifly,Beautifly,NULL,3,Common,Silcoon,Bug,Flying,395,60,70,50,100,50,65,https://img.pokemondb.net/sprites/sword-shield/icon/beautifly.png,Permitted,0,0,0
268,Cascoon,Cascoon,NULL,3,Common,Wurmple,Bug,NULL,205,50,35,55,25,25,15,https://img.pokemondb.net/sprites/sword-shield/icon/cascoon.png,Permitted,0,0,0
269,Dustox,Dustox,NULL,3,Common,Cascoon,Bug,Poison,385,60,50,70,50,90,65,https://img.pokemondb.net/sprites/sword-shield/icon/dustox.png,Permitted,0,0,0
270,Lotad,Lotad,NULL,3,Common,NULL,Water,Grass,220,40,30,30,40,50,30,https://img.pokemondb.net/sprites/sword-shield/icon/lotad.png,Permitted,0,0,0
271,Lombre,Lombre,NULL,3,Common,Lotad,Water,Grass,340,60,50,50,60,70,50,https://img.pokemondb.net/sprites/sword-shield/icon/lombre.png,Permitted,0,0,0
273,Seedot,Seedot,NULL,3,Common,NULL,Grass,NULL,220,40,40,50,30,30,30,https://img.pokemondb.net/sprites/sword-shield/icon/seedot.png,Permitted,0,0,0
274,Nuzleaf,Nuzleaf,NULL,3,Common,Seedot,Grass,Dark,340,70,70,40,60,40,60,https://img.pokemondb.net/sprites/sword-shield/icon/nuzleaf.png,Permitted,0,0,0
276,Taillow,Taillow,NULL,3,Common,NULL,Normal,Flying,270,40,55,30,30,30,85,https://img.pokemondb.net/sprites/sword-shield/icon/taillow.png,Permitted,0,0,0
277,Swellow,Swellow,NULL,3,Common,Taillow,Normal,Flying,455,60,85,60,75,50,125,https://img.pokemondb.net/sprites/sword-shield/icon/swellow.png,Permitted,0,0,0
278,Wingull,Wingull,NULL,3,Common,NULL,Water,Flying,270,40,30,30,55,30,85,https://img.pokemondb.net/sprites/sword-shield/icon/wingull.png,Permitted,0,0,0
280,Ralts,Ralts,NULL,3,Common,NULL,Psychic,Fairy,198,28,25,25,45,35,40,https://img.pokemondb.net/sprites/sword-shield/icon/ralts.png,Permitted,0,0,0
281,Kirlia,Kirlia,NULL,3,Common,Ralts,Psychic,Fairy,278,38,35,35,65,55,50,https://img.pokemondb.net/sprites/sword-shield/icon/kirlia.png,Permitted,0,0,0
282,Mega Gardevoir,Gardevoir,Mega,6,Common,Gardevoir,Psychic,Fairy,618,68,85,65,165,135,100,https://img.pokemondb.net/sprites/sword-shield/icon/gardevoir-mega.png,Banned,0,0,0
283,Surskit,Surskit,NULL,3,Common,NULL,Bug,Water,269,40,30,32,50,52,65,https://img.pokemondb.net/sprites/sword-shield/icon/surskit.png,Permitted,0,0,0
284,Masquerain,Masquerain,NULL,3,Common,Surskit,Bug,Flying,454,70,60,62,100,82,80,https://img.pokemondb.net/sprites/sword-shield/icon/masquerain.png,Permitted,0,0,0
285,Shroomish,Shroomish,NULL,3,Common,NULL,Grass,NULL,295,60,40,60,40,60,35,https://img.pokemondb.net/sprites/sword-shield/icon/shroomish.png,Permitted,0,0,0
286,Breloom,Breloom,NULL,3,Common,Shroomish,Grass,Fighting,460,60,130,80,60,60,70,https://img.pokemondb.net/sprites/sword-shield/icon/breloom.png,Permitted,0,0,0
287,Slakoth,Slakoth,NULL,3,Common,NULL,Normal,NULL,280,60,60,60,35,35,30,https://img.pokemondb.net/sprites/sword-shield/icon/slakoth.png,Permitted,0,0,0
288,Vigoroth,Vigoroth,NULL,3,Common,Slakoth,Normal,NULL,440,80,80,80,55,55,90,https://img.pokemondb.net/sprites/sword-shield/icon/vigoroth.png,Permitted,0,0,0
289,Slaking,Slaking,NULL,3,Common,Vigoroth,Normal,NULL,670,150,160,100,95,65,100,https://img.pokemondb.net/sprites/sword-shield/icon/slaking.png,Permitted,0,0,0
290,Nincada,Nincada,NULL,3,Common,NULL,Bug,Ground,266,31,45,90,30,30,40,https://img.pokemondb.net/sprites/sword-shield/icon/nincada.png,Permitted,0,0,0
293,Whismur,Whismur,NULL,3,Common,NULL,Normal,NULL,240,64,51,23,51,23,28,https://img.pokemondb.net/sprites/sword-shield/icon/whismur.png,Permitted,0,0,0
294,Loudred,Loudred,NULL,3,Common,Whismur,Normal,NULL,360,84,71,43,71,43,48,https://img.pokemondb.net/sprites/sword-shield/icon/loudred.png,Permitted,0,0,0
296,Makuhita,Makuhita,NULL,3,Common,NULL,Fighting,NULL,237,72,60,30,20,30,25,https://img.pokemondb.net/sprites/sword-shield/icon/makuhita.png,Permitted,0,0,0
297,Hariyama,Hariyama,NULL,3,Common,Makuhita,Fighting,NULL,474,144,120,60,40,60,50,https://img.pokemondb.net/sprites/sword-shield/icon/hariyama.png,Permitted,0,0,0
299,Nosepass,Nosepass,NULL,3,Common,NULL,Rock,NULL,375,30,45,135,45,90,30,https://img.pokemondb.net/sprites/sword-shield/icon/nosepass.png,Permitted,0,0,0
300,Skitty,Skitty,NULL,3,Common,NULL,Normal,NULL,260,50,45,45,35,35,50,https://img.pokemondb.net/sprites/sword-shield/icon/skitty.png,Permitted,0,0,0
301,Delcatty,Delcatty,NULL,3,Common,Skitty,Normal,NULL,400,70,65,65,55,55,90,https://img.pokemondb.net/sprites/sword-shield/icon/delcatty.png,Permitted,0,0,0
302,Mega Sableye,Sableye,Mega,6,Common,Sableye,Dark,Ghost,480,50,85,125,85,115,20,https://img.pokemondb.net/sprites/sword-shield/icon/sableye-mega.png,Banned,0,0,0
303,Mawile,Mawile,NULL,3,Common,NULL,Steel,Fairy,380,50,85,85,55,55,50,https://img.pokemondb.net/sprites/sword-shield/icon/mawile.png,Permitted,0,0,0
303,Mega Mawile,Mawile,Mega,6,Common,Mawile,Steel,Fairy,480,50,105,125,55,95,50,https://img.pokemondb.net/sprites/sword-shield/icon/mawile-mega.png,Banned,0,0,0
304,Aron,Aron,NULL,3,Common,NULL,Steel,Rock,330,50,70,100,40,40,30,https://img.pokemondb.net/sprites/sword-shield/icon/aron.png,Permitted,0,0,0
305,Lairon,Lairon,NULL,3,Common,Aron,Steel,Rock,430,60,90,140,50,50,40,https://img.pokemondb.net/sprites/sword-shield/icon/lairon.png,Permitted,0,0,0
306,Aggron,Aggron,NULL,3,Common,Lairon,Steel,Rock,530,70,110,180,60,60,50,https://img.pokemondb.net/sprites/sword-shield/icon/aggron.png,Permitted,0,0,0
306,Mega Aggron,Aggron,Mega,6,Common,Aggron,Steel,NULL,630,70,140,230,60,80,50,https://img.pokemondb.net/sprites/sword-shield/icon/aggron-mega.png,Banned,0,0,0
307,Meditite,Meditite,NULL,3,Common,NULL,Fighting,Psychic,280,30,40,55,40,55,60,https://img.pokemondb.net/sprites/sword-shield/icon/meditite.png,Permitted,0,0,0
308,Medicham,Medicham,NULL,3,Common,Meditite,Fighting,Psychic,410,60,60,75,60,75,80,https://img.pokemondb.net/sprites/sword-shield/icon/medicham.png,Permitted,0,0,0
308,Mega Medicham,Medicham,Mega,6,Common,Medicham,Fighting,Psychic,510,60,100,85,80,85,100,https://img.pokemondb.net/sprites/sword-shield/icon/medicham-mega.png,Banned,0,0,0
309,Electrike,Electrike,NULL,3,Common,NULL,Electric,NULL,295,40,45,40,65,40,65,https://img.pokemondb.net/sprites/sword-shield/icon/electrike.png,Permitted,0,0,0
310,Mega Manectric,Manectric,Mega,6,Common,Manectric,Electric,NULL,575,70,75,80,135,80,135,https://img.pokemondb.net/sprites/sword-shield/icon/manectric-mega.png,Banned,0,0,0
311,Plusle,Plusle,NULL,3,Common,NULL,Electric,NULL,405,60,50,40,85,75,95,https://img.pokemondb.net/sprites/sword-shield/icon/plusle.png,Permitted,0,0,0
312,Minun,Minun,NULL,3,Common,NULL,Electric,NULL,405,60,40,50,75,85,95,https://img.pokemondb.net/sprites/sword-shield/icon/minun.png,Permitted,0,0,0
313,Volbeat,Volbeat,NULL,3,Common,NULL,Bug,NULL,430,65,73,75,47,85,85,https://img.pokemondb.net/sprites/sword-shield/icon/volbeat.png,Permitted,0,0,0
314,Illumise,Illumise,NULL,3,Common,NULL,Bug,NULL,430,65,47,75,73,85,85,https://img.pokemondb.net/sprites/sword-shield/icon/illumise.png,Permitted,0,0,0
315,Roselia,Roselia,NULL,3,Common,Budew,Grass,Poison,400,50,60,45,100,80,65,https://img.pokemondb.net/sprites/sword-shield/icon/roselia.png,Permitted,0,0,0
316,Gulpin,Gulpin,NULL,3,Common,NULL,Poison,NULL,302,70,43,53,43,53,40,https://img.pokemondb.net/sprites/sword-shield/icon/gulpin.png,Permitted,0,0,0
317,Swalot,Swalot,NULL,3,Common,Gulpin,Poison,NULL,467,100,73,83,73,83,55,https://img.pokemondb.net/sprites/sword-shield/icon/swalot.png,Permitted,0,0,0
318,Carvanha,Carvanha,NULL,3,Common,NULL,Water,Dark,305,45,90,20,65,20,65,https://img.pokemondb.net/sprites/sword-shield/icon/carvanha.png,Permitted,0,0,0
319,Mega Sharpedo,Sharpedo,Mega,6,Common,Sharpedo,Water,Dark,560,70,140,70,110,65,105,https://img.pokemondb.net/sprites/sword-shield/icon/sharpedo-mega.png,Banned,0,0,0
320,Wailmer,Wailmer,NULL,3,Common,NULL,Water,NULL,400,130,70,35,70,35,60,https://img.pokemondb.net/sprites/sword-shield/icon/wailmer.png,Permitted,0,0,0
321,Wailord,Wailord,NULL,3,Common,Wailmer,Water,NULL,500,170,90,45,90,45,60,https://img.pokemondb.net/sprites/sword-shield/icon/wailord.png,Permitted,0,0,0
322,Numel,Numel,NULL,3,Common,NULL,Fire,Ground,305,60,60,40,65,45,35,https://img.pokemondb.net/sprites/sword-shield/icon/numel.png,Permitted,0,0,0
323,Camerupt,Camerupt,NULL,3,Common,Numel,Fire,Ground,460,70,100,70,105,75,40,https://img.pokemondb.net/sprites/sword-shield/icon/camerupt.png,Permitted,0,0,0
323,Mega Camerupt,Camerupt,Mega,6,Common,Camerupt,Fire,Ground,560,70,120,100,145,105,20,https://img.pokemondb.net/sprites/sword-shield/icon/camerupt-mega.png,Banned,0,0,0
325,Spoink,Spoink,NULL,3,Common,NULL,Psychic,NULL,330,60,25,35,70,80,60,https://img.pokemondb.net/sprites/sword-shield/icon/spoink.png,Permitted,0,0,0
326,Grumpig,Grumpig,NULL,3,Common,Spoink,Psychic,NULL,470,80,45,65,90,110,80,https://img.pokemondb.net/sprites/sword-shield/icon/grumpig.png,Permitted,0,0,0
327,Spinda,Spinda,NULL,3,Common,NULL,Normal,NULL,360,60,60,60,60,60,60,https://img.pokemondb.net/sprites/sword-shield/icon/spinda.png,Permitted,0,0,0
328,Trapinch,Trapinch,NULL,3,Common,NULL,Ground,NULL,290,45,100,45,45,45,10,https://img.pokemondb.net/sprites/sword-shield/icon/trapinch.png,Permitted,0,0,0
329,Vibrava,Vibrava,NULL,3,Common,Trapinch,Ground,Dragon,340,50,70,50,50,50,70,https://img.pokemondb.net/sprites/sword-shield/icon/vibrava.png,Permitted,0,0,0
331,Cacnea,Cacnea,NULL,3,Common,NULL,Grass,NULL,335,50,85,40,85,40,35,https://img.pokemondb.net/sprites/sword-shield/icon/cacnea.png,Permitted,0,0,0
332,Cacturne,Cacturne,NULL,3,Common,Cacnea,Grass,Dark,475,70,115,60,115,60,55,https://img.pokemondb.net/sprites/sword-shield/icon/cacturne.png,Permitted,0,0,0
333,Swablu,Swablu,NULL,3,Common,NULL,Normal,Flying,310,45,40,60,40,75,50,https://img.pokemondb.net/sprites/sword-shield/icon/swablu.png,Permitted,0,0,0
334,Mega Altaria,Altaria,Mega,6,Common,Altaria,Dragon,Fairy,590,75,110,110,110,105,80,https://img.pokemondb.net/sprites/sword-shield/icon/altaria-mega.png,Banned,0,0,0
