Move,Use Percentage,Pokemon,Monthly Move Use,Damage Class,Type1,Type2
Earthquake,13.781,Dracovish,4.40992,Physical,Water,Dragon
Earthquake,28.743,Darmanitan Galarian Standard Mode,4.31145,Physical,Ice,Ice
Earthquake,22.506,Snorlax,4.05108,Physical,Normal,Normal
Earthquake,8.314,Salamence,0.66512,Physical,Flying,Dragon
Earthquake,8.787,Tyranitar,2.10888,Physical,Rock,Dark
Earthquake,9.243,Gyarados,1.38645,Physical,Water,Flying
Earthquake,85.835,Garchomp,12.87525,Physical,Ground,Dragon
Earthquake,6.087,Kangaskhan,0.36522,Physical,Normal,Normal
Earthquake,64.961,Krookodile,7.14571,Physical,Ground,Dark
Earthquake,51.834,Excadrill,5.1834,Physical,Ground,Steel
Earthquake,3.346,Sceptile,0.1673,Physical,Grass,Grass
Earthquake,87.034,Greedent,0.87034,Physical,Normal,Normal
Earthquake,6.962,Lucario,0.62658,Physical,Fighting,Steel
Earthquake,38.584,Dragonite,3.8584,Physical,Flying,Dragon
Earthquake,46.316,Darmanitan Standard Mode,1.38948,Physical,Fire,Fire
Earthquake,7.812,Aerodactyl,0.3906,Physical,Rock,Flying
Earthquake,8.013,Drednaw,0.32052,Physical,Water,Rock
Earthquake,60.126,Rhyperior,5.41134,Physical,Ground,Rock
Earthquake,91.903,Electivire,2.75709,Physical,Electric,Electric
Earthquake,24.515,Abomasnow,1.22575,Physical,Grass,Ice
Earthquake,11.244,Diggersby,0.11244,Physical,Normal,Ground
Earthquake,27.481,Giratina Altered Forme,2.47329,Physical,Ghost,Dragon
Earthquake,6.812,Wishiwashi Solo Form,0.06812,Physical,Water,Water
Earthquake,39.568,Terrakion,1.9784,Physical,Rock,Fighting
Earthquake,9.506,Tauros,0.28518,Physical,Normal,Normal
Earthquake,90.913,Dugtrio,2.72739,Physical,Ground,Ground
Earthquake,88.25,Tyrantrum,810.135,Physical,Rock,Dragon
Earthquake,19.388,Blaziken,1.16328,Physical,Fire,Fighting
Earthquake,90.029,Haxorus,0,Physical,Dragon,Dragon
Earthquake,18.83,Dhelmise,0,Physical,Grass,Ghost
Earthquake,30.158,Runerigus,0,Physical,Ground,Ghost
Earthquake,7.637,Copperajah,0,Physical,Steel,Steel
Earthquake,16.175,Hippowdon,0,Physical,Ground,Ground
Earthquake,13.202,Sandaconda,0,Physical,Ground,Ground
Earthquake,6.948,Heracross,0,Physical,Bug,Fighting
Earthquake,10.443,Claydol,0,Physical,Ground,Psychic
Earthquake,17.88,Flygon,0,Physical,Ground,Dragon
Earthquake,94.413,Crustle,0,Physical,Rock,Bug
Earthquake,22.497,Dusknoir,0,Physical,Ghost,Ghost
Earthquake,11.409,Drapion,0,Physical,Dark,Poison
Earthquake,57.458,Passimian,0,Physical,Fighting,Fighting
Earthquake,38.828,Marowak,0,Physical,Ground,Ground
Earthquake,22.622,Alolan Sandslash,0,Physical,Ice,Steel
Earthquake,15.219,Golurk,0,Physical,Ground,Ghost
Earthquake,10.365,Hitmonlee,0,Physical,Fighting,Fighting
Earthquake,21.901,Scolipede,0,Physical,Bug,Poison
Earthquake,21.783,Sandslash,0,Physical,Ground,Ground
Earthquake,30.194,Steelix,0,Physical,Ground,Steel
Earth Power,7.275,Landorus Therian Forme,26.84475,Special,Ground,Flying
Earth Power,98.795,Gastrodon,391.2282,Special,Water,Ground
Earth Power,63.727,Venusaur,130.00308,Special,Grass,Poison
Earth Power,23.092,Torkoal,14.54796,Special,Fire,Fire
Earth Power,97.707,White Kyurem,92.82165,Special,Dragon,Ice
Earth Power,7.535,Seismitoad,4.44565,Special,Water,Ground
Earth Power,99.472,Landorus Incarnate Forme,22.87856,Special,Ground,Flying
Earth Power,16.312,Dusk Mane Necrozma,7.99288,Special,Psychic,Steel
Earth Power,93.957,Hydreigon,12.21441,Special,Dark,Dragon
Earth Power,17.636,Cradily,1.93996,Special,Rock,Grass
Earth Power,90.586,Heatran,8.15274,Special,Fire,Steel
Earth Power,39.411,Abomasnow,1.97055,Special,Grass,Ice
Earth Power,34.199,Giratina Altered Forme,3.07791,Special,Ghost,Dragon
Earth Power,4.834,Black Kyurem,0.33838,Special,Dragon,Ice
Earth Power,98.134,Palossand,4.9067,Special,Ground,Ghost
Earth Power,63.529,Cursola,0,Special,Ghost,Ghost
Earth Power,73.564,Flygon,0,Special,Ground,Dragon
Yawn,96.989,Gastrodon,384.07644,Status,Water,Ground
Yawn,59.178,Blastoise,57.99444,Status,Water,Water
Yawn,64.405,Torkoal,40.57515,Status,Fire,Fire
Yawn,41.331,Togekiss,16.11909,Status,Fairy,Flying
Yawn,97.716,Umbreon,34.2006,Status,Dark,Dark
Yawn,38.753,Liepard,6.20048,Status,Dark,Dark
Yawn,25.288,Meowstic Male,3.7932,Status,Psychic,Psychic
Yawn,35.127,Snorlax,6.32286,Status,Normal,Normal
Yawn,95.446,Swampert,6.68122,Status,Water,Ground
Yawn,27.775,Slowbro,1.111,Status,Water,Psychic
Yawn,13.558,Oranguru,2.30486,Status,Normal,Psychic
Yawn,67.568,Accelgor,4.72976,Status,Bug,Bug
Yawn,50.966,Glaceon,0.50966,Status,Ice,Ice
Yawn,36.712,Togetic,0,Status,Fairy,Flying
Yawn,23.968,Sylveon,0,Status,Fairy,Fairy
Yawn,79.92,Slurpuff,0,Status,Fairy,Fairy
Yawn,72.347,Hippowdon,0,Status,Ground,Ground
Yawn,3.095,Vaporeon,0,Status,Water,Water
Yawn,43.566,Golduck,0,Status,Water,Water
Yawn,9.179,Galarian Slowbro,0,Status,Poison,Psychic
Yawn,27.732,Stoutland,0,Status,Normal,Normal
Yawn,11.079,Jolteon,0,Status,Electric,Electric
Icy Wind,14.347,Gastrodon,56.81412,Special,Water,Ground
Icy Wind,24.594,Porygon2,28.77498,Special,Normal,Normal
Icy Wind,66.041,Tornadus Incarnate Forme,126.13831,Special,Flying,Flying
Icy Wind,19.769,Blastoise,19.37362,Special,Water,Water
Icy Wind,28.331,Kingdra,10.48247,Special,Water,Dragon
Icy Wind,15.553,Tapu Fini,11.50922,Special,Water,Fairy
Icy Wind,7.153,Lapras,4.36333,Special,Water,Ice
Icy Wind,50.314,Pheromosa,14.59106,Special,Bug,Fighting
Icy Wind,24.124,Clefairy,6.031,Special,Fairy,Fairy
Icy Wind,23.79,Suicune,6.6612,Special,Water,Water
Icy Wind,68.313,Weavile,9.56382,Special,Dark,Ice
Icy Wind,94.652,Alolan Persian,17.98388,Special,Dark,Dark
Icy Wind,22.098,Milotic,6.6294,Special,Water,Water
Icy Wind,54.36,Inteleon,5.9796,Special,Water,Water
Icy Wind,96.54,Sneasel,2.8962,Special,Dark,Ice
Icy Wind,83.058,Politoed,5.81406,Special,Water,Water
Icy Wind,31.843,Ludicolo,5.09488,Special,Water,Grass
Icy Wind,46.024,Alolan Ninetales,7.36384,Special,Ice,Fairy
Icy Wind,21.906,Gyarados,3.2859,Special,Water,Flying
Icy Wind,47.103,Froslass,1.88412,Special,Ice,Ghost
Icy Wind,32.44,Latias,1.9464,Special,Psychic,Dragon
Icy Wind,44.255,Obstagoon,2.6553,Special,Dark,Normal
Icy Wind,6.896,Kabutops,0.27584,Special,Water,Rock
Icy Wind,11.067,Articuno,0.44268,Special,Ice,Flying
Icy Wind,29.963,Cresselia,2.9963,Special,Psychic,Psychic
Icy Wind,3.256,Black Kyurem,0.22792,Special,Dragon,Ice
Icy Wind,20.968,Gengar,2.0968,Special,Ghost,Poison
Icy Wind,36.281,Glaceon,0.36281,Special,Ice,Ice
Icy Wind,95.431,Mime Galarian Mr. Mime,1.90862,Special,Psychic,Ice
Icy Wind,94.663,Qwilfish,0,Special,Poison,Water
Icy Wind,10.359,Starmie,0,Special,Water,Psychic
Icy Wind,15.352,Vaporeon,0,Special,Water,Water
Icy Wind,33.614,Golduck,0,Special,Water,Water
Icy Wind,14.187,Vanilluxe,0,Special,Ice,Ice
Icy Wind,7.753,Seaking,0,Special,Water,Water
Icy Wind,12.633,Tentacruel,0,Special,Poison,Water
Icy Wind,34.512,Lickilicky,0,Special,Normal,Normal
Blast Burn,88.243,Charizard,303.55592,Special,Fire,Flying
Hurricane,80.422,Charizard,276.65168,Special,Fire,Flying
Hurricane,94.991,Tornadus Incarnate Forme,181.43281,Special,Flying,Flying
Hurricane,96.628,Zapdos,162.33504,Special,Electric,Flying
Hurricane,70.551,Kingdra,26.10387,Special,Water,Dragon
Hurricane,40.218,Galarian Moltres,14.0763,Special,Dark,Flying
Hurricane,68.782,Salamence,5.50256,Special,Flying,Dragon
Hurricane,87.905,Galarian Articuno,12.3067,Special,Psychic,Flying
Hurricane,95.722,Pelipper,7.65776,Special,Water,Flying
Hurricane,99.632,Moltres,2.98896,Special,Fire,Flying
Hurricane,24.625,Butterfree,3.94,Special,Bug,Flying
Hurricane,4.825,Dragonite,0.4825,Special,Flying,Dragon
Hurricane,67.066,Articuno,2.68264,Special,Ice,Flying
Hurricane,99.147,Mantine,2.97441,Special,Water,Flying
Hurricane,42.069,Noivern,0,Special,Flying,Dragon
Hurricane,19.818,Decidueye,0,Special,Grass,Ghost
Hurricane,90.912,Noctowl,0,Special,Normal,Flying
Ancient Power,48.995,Charizard,168.5428,Special,Fire,Flying
Ancient Power,18.699,Regidrago,2.24388,Special,Dragon,Dragon
Ancient Power,9.454,Galarian Moltres,3.3089,Special,Dark,Flying
Ancient Power,17.99,Galarian Articuno,2.5186,Special,Psychic,Flying
Ancient Power,41.541,Cradily,4.56951,Special,Rock,Grass
Ancient Power,7.799,Stonjourner,0.23397,Special,Rock,Rock
Ancient Power,7.294,Giratina Altered Forme,0.65646,Special,Ghost,Dragon
Ancient Power,7.549,Tangrowth,0,Special,Grass,Grass
Heat Wave,38.932,Charizard,133.92608,Special,Fire,Flying
Heat Wave,73.258,Zapdos,123.07344,Special,Electric,Flying
Heat Wave,47.296,Torkoal,29.79648,Special,Fire,Fire
Heat Wave,92.384,Coalossal,36.9536,Special,Fire,Rock
Heat Wave,48.54,Arcanine,11.1642,Special,Fire,Fire
Heat Wave,80.857,Volcarona,22.63996,Special,Fire,Bug
Heat Wave,11.51,Salamence,0.9208,Special,Flying,Dragon
Heat Wave,51.684,Moltres,1.55052,Special,Fire,Flying
Heat Wave,85.717,Chandelure,7.71453,Special,Fire,Ghost
Heat Wave,9.772,Blacephalon,0.87948,Special,Fire,Ghost
Heat Wave,55.981,Heatran,5.03829,Special,Fire,Steel
Heat Wave,65.534,Blaziken,3.93204,Special,Fire,Fighting
Heat Wave,6.116,Togetic,0,Special,Fairy,Flying
Heat Wave,68.342,Turtonator,0,Special,Fire,Dragon
Heat Wave,60.429,Salazzle,0,Special,Poison,Fire
Heat Wave,79.378,Ninetales,0,Special,Fire,Fire
Heat Wave,7.061,Noivern,0,Special,Flying,Dragon
Heat Wave,5.764,Noctowl,0,Special,Normal,Flying
Solar Beam,16.248,Charizard,55.89312,Special,Fire,Flying
Solar Beam,11.089,Torkoal,6.98607,Special,Fire,Fire
Solar Beam,91.809,Coalossal,36.7236,Special,Fire,Rock
Solar Beam,21.127,Talonflame,4.64794,Special,Fire,Flying
Solar Beam,9.887,Heliolisk,0.79096,Special,Electric,Normal
Solar Beam,29.069,Moltres,0.87207,Special,Fire,Flying
Solar Beam,42.024,Blacephalon,3.78216,Special,Fire,Ghost
Solar Beam,26.833,Heatran,2.41497,Special,Fire,Steel
Solar Beam,9.17,Lilligant,0,Special,Grass,Grass
Solar Beam,67.83,Ninetales,0,Special,Fire,Fire
Solar Beam,26.849,Vileplume,0,Special,Grass,Poison
Air Slash,15.085,Charizard,51.8924,Special,Fire,Flying
Air Slash,37.443,Togekiss,14.60277,Special,Fairy,Flying
Air Slash,61.181,Celesteela,15.90706,Special,Flying,Steel
Air Slash,49.827,Galarian Moltres,17.43945,Special,Dark,Flying
Air Slash,77.367,Inteleon,8.51037,Special,Water,Water
Air Slash,10.656,Galarian Articuno,1.49184,Special,Psychic,Flying
Air Slash,9.359,Shiftry,0.28077,Special,Grass,Dark
Air Slash,29.785,Articuno,1.1914,Special,Ice,Flying
Air Slash,10.333,Virizion,0,Special,Grass,Fighting
Air Slash,43.865,Emolga,0,Special,Electric,Flying
Air Slash,41.919,Noivern,0,Special,Flying,Dragon
Air Slash,4.597,Flygon,0,Special,Ground,Dragon
Air Slash,19.737,Sigilyph,0,Special,Psychic,Flying
Air Slash,7.721,Decidueye,0,Special,Grass,Ghost
Air Slash,100,Fan Rotom,0,Special,Electric,Flying
Air Slash,6.991,Dunsparce,0,Special,Normal,Normal
Helping Hand,11.829,Charizard,40.69176,Status,Fire,Flying
Helping Hand,92.2,Indeedee Female,356.814,Status,Normal,Psychic
Helping Hand,65.191,Whimsicott,277.06175,Status,Grass,Fairy
Helping Hand,37.541,Blastoise,36.79018,Status,Water,Water
Helping Hand,12.099,Urshifu Single Strike Style,15.12375,Status,Fighting,Dark
Helping Hand,38.375,Dusclops,33.77,Status,Ghost,Ghost
Helping Hand,70.022,Raichu,65.12046,Status,Electric,Electric
Helping Hand,11.312,White Kyurem,10.7464,Status,Dragon,Ice
Helping Hand,14.095,Sableye,6.62465,Status,Ghost,Dark
Helping Hand,5.87,Urshifu Rapid Strike Style,3.4046,Status,Water,Fighting
Helping Hand,96.715,Gothitelle,19.343,Status,Psychic,Psychic
Helping Hand,27.471,Heat Rotom,11.81253,Status,Electric,Fire
Helping Hand,82.768,Togekiss,32.27952,Status,Fairy,Flying
Helping Hand,61.219,Indeedee Male,15.91694,Status,Normal,Psychic
Helping Hand,16.849,Comfey,9.09846,Status,Fairy,Fairy
Helping Hand,50.981,Lapras,31.09841,Status,Water,Ice
Helping Hand,15.329,Arcanine,3.52567,Status,Fire,Fire
Helping Hand,13.612,Zamazenta Crowned Shield,5.58092,Status,Fighting,Steel
Helping Hand,94.232,Clefairy,23.558,Status,Fairy,Fairy
Helping Hand,31.096,Mienshao,5.59728,Status,Fighting,Fighting
Helping Hand,19.984,Suicune,5.59552,Status,Water,Water
Helping Hand,63.509,Tsareena,16.51234,Status,Grass,Grass
Helping Hand,26.015,Hitmontop,7.02405,Status,Fighting,Fighting
Helping Hand,21.211,Shuckle,1.48477,Status,Rock,Bug
Helping Hand,15.918,Milotic,4.7754,Status,Water,Water
Helping Hand,18.586,Wash Rotom,2.97376,Status,Electric,Water
Helping Hand,83.949,Politoed,5.87643,Status,Water,Water
Helping Hand,37.3,Pikachu,4.849,Status,Electric,Electric
Helping Hand,7.865,Togedemaru,0.55055,Status,Electric,Steel
Helping Hand,91.494,Cherrim,7.31952,Status,Grass,Grass
Helping Hand,22.874,Riolu,2.97362,Status,Fighting,Fighting
Helping Hand,47.122,Latias,2.82732,Status,Psychic,Dragon
Helping Hand,84.697,Clefable,5.92879,Status,Fairy,Fairy
Helping Hand,11.151,Rhyperior,1.00359,Status,Ground,Rock
Helping Hand,52.563,Cresselia,5.2563,Status,Psychic,Psychic
Helping Hand,98.721,Mr. Rime,1.97442,Status,Psychic,Ice
Helping Hand,93.038,Wishiwashi Solo Form,0.93038,Status,Water,Water
Helping Hand,46.678,Boltund,0.93356,Status,Electric,Electric
Helping Hand,12.27,Luxray,0.2454,Status,Electric,Electric
Helping Hand,8.793,Mow Rotom,0.26379,Status,Electric,Grass
Helping Hand,14.692,Cinccino,0.44076,Status,Normal,Normal
Helping Hand,83.865,Blissey,2.51595,Status,Normal,Normal
Helping Hand,41.362,Mime Galarian Mr. Mime,0.82724,Status,Psychic,Ice
Helping Hand,32.767,Lilligant,0,Status,Grass,Grass
Helping Hand,25.791,Togetic,0,Status,Fairy,Flying
Helping Hand,11.101,Sylveon,0,Status,Fairy,Fairy
Helping Hand,15.47,Slurpuff,0,Status,Fairy,Fairy
Helping Hand,54.204,Emolga,0,Status,Electric,Flying
Helping Hand,46.642,Ribombee,0,Status,Bug,Fairy
Helping Hand,76.087,Vaporeon,0,Status,Water,Water
Helping Hand,35.364,Mr. Mime,0,Status,Psychic,Fairy
Helping Hand,51.443,Lopunny,0,Status,Normal,Normal
Helping Hand,46.579,Aromatisse,0,Status,Fairy,Fairy
Helping Hand,7.956,Stoutland,0,Status,Normal,Normal
Helping Hand,18.88,Dedenne,0,Status,Electric,Fairy
Helping Hand,9.929,Reuniclus,0,Status,Psychic,Psychic
Helping Hand,16.909,Maractus,0,Status,Grass,Grass
Helping Hand,12.679,Lickilicky,0,Status,Normal,Normal
Spore,99.938,Amoonguss,349.783,Status,Grass,Poison
Spore,90.823,Shiinotic,0,Status,Grass,Fairy
Rage Powder,99.642,Amoonguss,348.747,Status,Grass,Poison
Rage Powder,95.946,Volcarona,26.86488,Status,Fire,Bug
Rage Powder,81.326,Butterfree,13.01216,Status,Bug,Flying
Rage Powder,81.004,Tangrowth,0,Status,Grass,Grass
Rage Powder,99.843,Tangela,0,Status,Grass,Grass
Pollen Puff,46.926,Amoonguss,164.241,Special,Grass,Poison
Pollen Puff,79.36,Butterfree,12.6976,Special,Bug,Flying
Pollen Puff,82.623,Cherrim,6.60984,Special,Grass,Grass
Pollen Puff,28.564,Lilligant,0,Special,Grass,Grass
Pollen Puff,74.437,Ribombee,0,Special,Bug,Fairy
Pollen Puff,15.559,Shiinotic,0,Special,Grass,Fairy
Pollen Puff,94.13,Eldegoss,0,Special,Grass,Grass
Giga Drain,19.295,Amoonguss,67.5325,Special,Grass,Poison
Giga Drain,37.765,Comfey,20.3931,Special,Fairy,Fairy
Giga Drain,21.747,Celesteela,5.65422,Special,Flying,Steel
Giga Drain,9.256,Araquanid,1.3884,Special,Bug,Water
Giga Drain,7.311,Hatterene,1.60842,Special,Psychic,Fairy
Giga Drain,20.1,Ludicolo,3.216,Special,Water,Grass
Giga Drain,5.021,Sceptile,0.25105,Special,Grass,Grass
Giga Drain,9.123,Exeggutor,0.27369,Special,Grass,Psychic
Giga Drain,51.129,Cradily,5.62419,Special,Rock,Grass
Giga Drain,39.789,Appletun,1.59156,Special,Grass,Dragon
Giga Drain,16.091,Abomasnow,0.80455,Special,Grass,Ice
Giga Drain,7.043,Palossand,0.35215,Special,Ground,Ghost
Giga Drain,13.245,Lilligant,0,Special,Grass,Grass
Giga Drain,14.508,Shiinotic,0,Special,Grass,Fairy
Giga Drain,6.226,Roserade,0,Special,Grass,Poison
Giga Drain,38.126,Tangrowth,0,Special,Grass,Grass
Giga Drain,78.716,Polteageist,0,Special,Ghost,Ghost
Giga Drain,84.389,Eldegoss,0,Special,Grass,Grass
Giga Drain,12.843,Vileplume,0,Special,Grass,Poison
Giga Drain,29.145,Cursola,0,Special,Ghost,Ghost
Giga Drain,47.49,Maractus,0,Special,Grass,Grass
Giga Drain,36.659,Tentacruel,0,Special,Poison,Water
Seed Bomb,8.792,Amoonguss,30.772,Physical,Grass,Poison
Seed Bomb,23.825,Calyrex Ice Rider,70.0455,Physical,Psychic,Ice
Seed Bomb,8.034,Celesteela,2.08884,Physical,Flying,Steel
Seed Bomb,15.054,Perrserker,0,Physical,Steel,Steel
Seed Bomb,8.633,Morpeko Full Belly Mode,0,Physical,Electric,Dark
Seed Bomb,77.473,Gourgeist Super Size,0,Physical,Grass,Ghost
Seed Bomb,9.689,Passimian,0,Physical,Fighting,Fighting
Hex,7.764,Amoonguss,27.174,Special,Grass,Poison
Hex,36.398,Pincurchin,3.27582,Special,Electric,Electric
Hex,13.924,Galarian Corsola,0,Special,Ghost,Ghost
Follow Me,99.822,Indeedee Female,386.31114,Status,Normal,Psychic
Follow Me,96.579,Togekiss,37.66581,Status,Fairy,Flying
Follow Me,98.9,Clefairy,24.725,Status,Fairy,Fairy
Follow Me,93.001,Clefable,6.51007,Status,Fairy,Fairy
Follow Me,97.204,Togetic,0,Status,Fairy,Flying
Mystical Fire,6.706,Indeedee Female,25.95222,Special,Normal,Psychic
Mystical Fire,24.637,Eternatus,10.10117,Special,Poison,Dragon
Mystical Fire,8.853,Alcremie,1.59354,Special,Fairy,Fairy
Mystical Fire,82.513,Hatterene,18.15286,Special,Psychic,Fairy
Mystical Fire,13.225,Blacephalon,1.19025,Special,Fire,Ghost
Mystical Fire,82.886,Clefable,5.80202,Special,Fairy,Fairy
Mystical Fire,78.219,Sylveon,0,Special,Fairy,Fairy
Mystical Fire,10.513,Gardevoir,0,Special,Psychic,Fairy
Safeguard,6.623,Indeedee Female,25.63101,Status,Normal,Psychic
Safeguard,17.912,Mimikyu,20.41968,Status,Ghost,Fairy
Safeguard,20.675,Araquanid,3.10125,Status,Bug,Water
Safeguard,50.625,Arcanine,11.64375,Status,Fire,Fire
Safeguard,12.189,Slowking,0.24378,Status,Water,Psychic
Safeguard,9.596,Cherrim,0.76768,Status,Grass,Grass
Safeguard,28.664,Altaria,0.85992,Status,Flying,Dragon
Safeguard,15.124,Klefki,0.7562,Status,Fairy,Steel
Shadow Ball,5.046,Indeedee Female,19.52802,Special,Normal,Psychic
Shadow Ball,37.299,Porygon2,43.63983,Special,Normal,Normal
Shadow Ball,58.798,Tapu Lele,13.52354,Special,Psychic,Fairy
Shadow Ball,3.444,Dragapult,1.85976,Special,Ghost,Dragon
Shadow Ball,21.544,Indeedee Male,5.60144,Special,Normal,Psychic
Shadow Ball,96.691,Spectrier,18.37129,Special,Ghost,Ghost
Shadow Ball,33.412,Chansey,2.00472,Special,Normal,Normal
Shadow Ball,7.617,Wash Rotom,1.21872,Special,Electric,Water
Shadow Ball,25.858,Galarian Articuno,3.62012,Special,Psychic,Flying
Shadow Ball,6.399,Drifblim,0.19197,Special,Ghost,Flying
Shadow Ball,83.892,Chandelure,7.55028,Special,Fire,Ghost
Shadow Ball,61.221,Aegislash Shield Forme,6.1221,Special,Steel,Ghost
Shadow Ball,59.488,Jellicent,3.56928,Special,Water,Ghost
Shadow Ball,83.472,Blacephalon,7.51248,Special,Fire,Ghost
Shadow Ball,21.757,Abomasnow,1.08785,Special,Grass,Ice
Shadow Ball,25.445,Giratina Altered Forme,2.29005,Special,Ghost,Dragon
Shadow Ball,85.18,Gengar,8.518,Special,Ghost,Poison
Shadow Ball,79.464,Palossand,3.9732,Special,Ground,Ghost
Shadow Ball,6.661,Sylveon,0,Special,Fairy,Fairy
Shadow Ball,22.829,Alakazam,0,Special,Psychic,Psychic
Shadow Ball,63.942,Cofagrigus,0,Special,Ghost,Ghost
Shadow Ball,6.284,Vaporeon,0,Special,Water,Water
Shadow Ball,97.519,Polteageist,0,Special,Ghost,Ghost
Shadow Ball,5.63,Noivern,0,Special,Flying,Dragon
Shadow Ball,44.096,Jolteon,0,Special,Electric,Electric
Shadow Ball,99.079,Cursola,0,Special,Ghost,Ghost
Shadow Ball,8.167,Reuniclus,0,Special,Psychic,Psychic
Shadow Ball,29.555,Exploud,0,Special,Normal,Normal
Shadow Ball,26.019,Galarian Corsola,0,Special,Ghost,Ghost
Shadow Ball,27.833,Decidueye,0,Special,Grass,Ghost
Tailwind,99.572,Whimsicott,423.181,Status,Grass,Fairy
Tailwind,99.854,Tornadus Incarnate Forme,190.72114,Status,Flying,Flying
Tailwind,98.844,Suicune,27.67632,Status,Water,Water
Tailwind,99.903,Talonflame,21.97866,Status,Fire,Flying
Tailwind,16.811,Galarian Articuno,2.35354,Status,Psychic,Flying
Tailwind,78.914,Pelipper,6.31312,Status,Water,Flying
Tailwind,99.749,Drifblim,2.99247,Status,Ghost,Flying
Tailwind,66.78,Butterfree,10.6848,Status,Bug,Flying
Tailwind,99.835,Altaria,2.99505,Status,Flying,Dragon
Tailwind,62.371,Mandibuzz,1.87113,Status,Dark,Flying
Tailwind,77.583,Latias,4.65498,Status,Psychic,Dragon
Tailwind,87.621,Aerodactyl,4.38105,Status,Rock,Flying
Tailwind,85.309,Articuno,3.41236,Status,Ice,Flying
Tailwind,77.586,Corviknight,7.7586,Status,Flying,Steel
Tailwind,17.024,Mantine,0.51072,Status,Water,Flying
Tailwind,99.06,Crobat,4.953,Status,Poison,Flying
Tailwind,29.34,Braviary,0,Status,Normal,Flying
Tailwind,94.412,Unfezant,0,Status,Normal,Flying
Tailwind,70.608,Noivern,0,Status,Flying,Dragon
Tailwind,89.62,Sigilyph,0,Status,Psychic,Flying
Moonblast,55.759,Whimsicott,236.97575,Special,Grass,Fairy
Moonblast,80.347,Tapu Fini,59.45678,Special,Water,Fairy
Moonblast,91.882,Tapu Lele,21.13286,Special,Psychic,Fairy
Moonblast,31.046,Clefairy,7.7615,Special,Fairy,Fairy
Moonblast,20.629,Alolan Ninetales,3.30064,Special,Ice,Fairy
Moonblast,85.87,Primarina,9.4457,Special,Water,Fairy
Moonblast,5.137,Clefable,0.35959,Special,Fairy,Fairy
Moonblast,15.395,Cresselia,1.5395,Special,Psychic,Psychic
Moonblast,7.977,Sylveon,0,Special,Fairy,Fairy
Moonblast,53.771,Ribombee,0,Special,Bug,Fairy
Moonblast,83.586,Shiinotic,0,Special,Grass,Fairy
Moonblast,7.134,Aromatisse,0,Special,Fairy,Fairy
Moonblast,26.089,Gardevoir,0,Special,Psychic,Fairy
Switcheroo,19.612,Whimsicott,83.351,Status,Grass,Fairy
Switcheroo,6.156,Klefki,0.3078,Status,Fairy,Steel
Switcheroo,51.275,Lopunny,0,Status,Normal,Normal
Cotton Spore,18.727,Whimsicott,79.58975,Status,Grass,Fairy
Cotton Spore,4.323,Eldegoss,0,Status,Grass,Grass
Dazzling Gleam,10.298,Whimsicott,43.7665,Special,Grass,Fairy
Dazzling Gleam,12.954,Tapu Fini,9.58596,Special,Water,Fairy
Dazzling Gleam,74.918,Tapu Lele,17.23114,Special,Psychic,Fairy
Dazzling Gleam,88.14,Togekiss,34.3746,Special,Fairy,Flying
Dazzling Gleam,19.882,Indeedee Male,5.16932,Special,Normal,Psychic
Dazzling Gleam,31.825,Alcremie,5.7285,Special,Fairy,Fairy
Dazzling Gleam,21.802,Tapu Koko,5.88654,Special,Electric,Fairy
Dazzling Gleam,98.52,Hatterene,21.6744,Special,Psychic,Fairy
Dazzling Gleam,44.6,Alolan Ninetales,7.136,Special,Ice,Fairy
Dazzling Gleam,16.839,Klefki,0.84195,Special,Fairy,Steel
Dazzling Gleam,6.203,Clefable,0.43421,Special,Fairy,Fairy
Dazzling Gleam,72.009,Xurkitree,2.88036,Special,Electric,Electric
Dazzling Gleam,37.986,Gengar,3.7986,Special,Ghost,Poison
Dazzling Gleam,6.114,Espeon,0.18342,Special,Psychic,Psychic
Dazzling Gleam,53.208,Togetic,0,Special,Fairy,Flying
Dazzling Gleam,81.682,Slurpuff,0,Special,Fairy,Fairy
Dazzling Gleam,75.536,Alakazam,0,Special,Psychic,Psychic
Dazzling Gleam,23.355,Starmie,0,Special,Water,Psychic
Dazzling Gleam,13.23,Ribombee,0,Special,Bug,Fairy
Dazzling Gleam,34.592,Mr. Mime,0,Special,Psychic,Fairy
Dazzling Gleam,7.838,Shiinotic,0,Special,Grass,Fairy
Dazzling Gleam,82.277,Aromatisse,0,Special,Fairy,Fairy
Dazzling Gleam,97.582,Wigglytuff,0,Special,Normal,Fairy
Dazzling Gleam,73.77,Gardevoir,0,Special,Psychic,Fairy
Dazzling Gleam,7.203,Tentacruel,0,Special,Poison,Water
Encore,6.48,Whimsicott,27.54,Status,Grass,Fairy
Encore,51.536,Accelgor,3.60752,Status,Bug,Bug
Encore,7.814,Togetic,0,Status,Fairy,Flying
Encore,5.499,Alolan Raichu,0,Status,Electric,Psychic
Encore,9.376,Ninetales,0,Status,Fire,Fire
Encore,4.925,Emolga,0,Status,Electric,Flying
Encore,7.98,Lopunny,0,Status,Normal,Normal
Dark Pulse,5.633,Tornadus Incarnate Forme,10.75903,Special,Flying,Flying
Dark Pulse,31.218,Blastoise,30.59364,Special,Water,Water
Dark Pulse,83.482,Hydreigon,10.85266,Special,Dark,Dragon
Dark Pulse,13.354,Thundurus Therian Forme,1.20186,Special,Electric,Flying
